Title,Locations,Fun facts,Production company,Distributor,Director,Writer,Actor 1,Actor 2,Actor 3,Longitude,Latitude,Analysis neighborhood,Imdb_id,Year,Kind,Genres,Plot,Language,Country,Certificates,Runtime,Awards,Imdb_rating,Imdb_votes,Metascore,Box_office,Poster,Rt_score,Metacritic_score
Invasion of the Body Snatchers,720 Steiner Street (Hayes Valley),,Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,Brooke Adams,-122.4327956,37.7763888,Hayes Valley,tt0077745,1978,movie,"Horror, Sci-Fi","The first remake of the paranoid infiltration classic moves the setting for the invasion from a small town to the city of San Francisco and starts as Matthew Bennell notices that several of his friends are complaining that their close relatives are in some way different. When questioned later they themselves seem changed as they deny everything or make lame excuses. As the invaders increase in number they become more open and Bennell, who has by now witnessed an attempted ""replacement"" realises that he and his friends must escape or suffer the same fate. But who can he trust to help him and who has already been snatched?","English, French",United States,PG,115,3 wins & 11 nominations total,7.4,77039,75,"$24,946,533 ",https://m.media-amazon.com/images/M/MV5BMzUzNDdjOTAtOThlNS00OTc0LWIyZjEtMzA3YTA4Mjk2Yjc5XkEyXkFqcGc@._V1_SX300.jpg,93%,75/100
Red Widow,Montgomery & Market Streets,,Beyond Pix,American Broadcasting Company (ABC),Alon Aranya,Melissa Rosenberg,Radha Mitchell,Sterling Beaumon,Clifton Collins Jr.,-122.4019961,37.7888143,Financial District/South Beach,tt2215399,2013,series,"Crime, Drama, Thriller",A widow learns that her husband was a mobster and soon finds herself in the world of organized crime as she takes her revenge on those who murdered him.,English,United States,TV-PG,60,,6.5,3211,,,https://m.media-amazon.com/images/M/MV5BODMwNDU0OTU3N15BMl5BanBnXkFtZTcwODI2NjAwOQ@@._V1_SX300.jpg,,
Alexander's Ragtime Band,Cliff House (1090 Point Lobos Avenue),"In 1887, the Cliff House was severely damaged when the schooner Parallel, abandoned and loaded with dynamite, ran aground on the rocks below.",Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Henry King,Kathryn Scola,Tyrone Power,Alice Faye,Don Ameche,-122.5137962,37.7783123,Outer Richmond,tt0029852,1938,movie,"Drama, Music, Musical","Roger Grant, a classical violinist, disappoints his family and teacher when he organizes a jazz band, but he and the band become successful. Roger falls in love with his singer Stella, but his reluctance to lose her leads him to thwart her efforts to become a solo star. When the World War separates them in 1917, Stella marries Roger's best friend Charlie. Roger comes home after the war and an important concert at Carnegie Hall brings the corners of the romantic triangle together.",English,United States,Approved,106,Won 1 Oscar. 1 win & 6 nominations total,6.8,2353,,,https://m.media-amazon.com/images/M/MV5BNzczN2NmNmUtNjcyYS00MmVmLThmZDAtYTNiYjE0ODgyOTllXkEyXkFqcGc@._V1_SX300.jpg,83%,
Family Plot,Grace Cathedral Episcopal Church (1100 California Street),Grace Cathedral Episcopal Church is the West Coast's largest Episcopalian cathedral.,Universal Pictures,Universal Pictures,Alfred Hitchcock,Ernest Lehman,Karen Black,Bruce Dern,Barbara Harris,-122.4133739,37.7918593,Nob Hill,tt0074512,1976,movie,"Comedy, Crime, Drama","The medium Madam Blanche Tyler is engaged by the elderly millionaire Julia Rainbird who believes she is a spiritualist. After a séance, Blanche discovers that Julia is tormented by her past, when she forced her sister and unmarried mother Harriet to deliver her baby for adoption to avoid a family scandal. Julia promises the small fortune of ten thousand-dollars to Blanche if she finds her nephew and heir of her fortune using her physic powers. Blanche and her boyfriend George Lumley, who is an unemployed actor working as cab driver, investigate the whereabouts of Julia's nephew. Meanwhile, the greedy jeweler Arthur Adamson kidnaps wealthy people with his girlfriend Fran and requests diamonds for the ransom. When George's investigations conclude that Arthur Adamson might be the heir of Julia Rainbird, the reckless Blanche gets in trouble with the kidnappers.",English,United States,PG,120,2 wins & 6 nominations total,6.8,25814,79,,https://m.media-amazon.com/images/M/MV5BODExM2E0MGUtMzQ5MS00NDBhLTllZDMtYmMwM2MyYzY3Yzg4XkEyXkFqcGc@._V1_SX300.jpg,90%,79/100
Beautiful Boy,Haight at Masonic,,Big Indie Pictures,Amazon Studios,Felix van Groeningen,Luke Davies,Steve Carell,Timothee Chalamet,Maura Tierney,-122.4453785,37.770232,Haight Ashbury,tt1226837,2018,movie,"Biography, Drama","Based on the best-selling pair of memoirs from father and son David and Nic Sheff, Beautiful Boy chronicles the heartbreaking and inspiring experience of survival, relapse and recovery in a family coping with addiction over many years.",English,United States,R,120,Nominated for 1 BAFTA Award10 wins & 31 nominations total,7.4,117984,62,"$7,649,973 ",https://m.media-amazon.com/images/M/MV5BNTRhNjg3NGMtMDM3Mi00ZmRmLTg0ZDMtYTBhMThiN2YxMTdjXkEyXkFqcGc@._V1_SX300.jpg,68%,62/100
Murder in the First,Linden Alley between Octavia and Gough Streets,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,-122.4259985,37.7759402,Hayes Valley,tt2402061,2014,series,"Crime, Drama, Mystery","A single murder case is dissected from the committing of the crime through to the investigation, arrest and trial.",English,United States,TV-MA,1,2 wins & 2 nominations total,7.3,8057,,,https://m.media-amazon.com/images/M/MV5BMDJhYmQyYmUtZDg4ZS00M2RmLWFjZmYtMmMxYWVlZDYzNTA5XkEyXkFqcGc@._V1_SX300.jpg,,
Boys and Girls,Lombard Street,Lombard Street is not actually the most crooked in SF. That honor goes to Potrero Hill's Vermont Street between 22nd and 23rd.,Punch 21 Productions,Dimension Films,Robert Iscove,The Drews,"Freddie Prinze, Jr.",Alyson Hannigan,,-122.4195579,37.8020179,Russian Hill,tt0204175,2000,movie,"Comedy, Drama, Romance","Jennifer and Ryan are students at UC Berkeley, acquaintances off and on since early adolescence. She's quick, witty, ironic, literary, and independent; he's deliberate, literal, serious, studying structural engineering, always working on a plan. They take walks, they console each other over break-ups, he shares his plans. She's headed for Italy after graduation. Then, to their equal surprise, they spend a night together. Her response is to skitter away from continued intimacy and want to stay friends; he's hurt by her response, so he withdraws. Can it all get sorted out before she leaves town?",English,United States,PG-13,94,1 nomination total,5.4,17882,29,"$21,799,652 ",https://m.media-amazon.com/images/M/MV5BNzc4NTJhNzktMDMyNC00NWE4LThlODMtODYzMThkNTFiZDM3XkEyXkFqcGc@._V1_SX300.jpg,11%,29/100
Golden Gate,Bush Street (between Grant & Kearny Streets),,American Playhouse Theatrical Films,The Samuel Goldwyn Company,John Madden,David Henry Hwang,Matt Dillon,Joan Chen,,-122.4030456,37.790657,Financial District/South Beach,tt0109917,1993,movie,"Crime, Drama","Fresh out of law school, Kevin Walker is recruited into the FBI and commissioned to root out communist subversives amongst the San Francisco Chinese community. He finds a loophole that will enable him to prosecute, but his loyalties become divided when he falls in love with Marilyn, a laundryman's daughter.",English,United States,R,91,,5.3,954,,"$395,105 ",https://m.media-amazon.com/images/M/MV5BYzc1ZjMwM2QtNWNkYS00OWMzLTkyZTktZWMxZWZjZDQ0MzkzXkEyXkFqcGc@._V1_SX300.jpg,0%,
Murder in the First,13 Lucky Street,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,-122.413422,37.7522478,Mission,tt2402061,2014,series,"Crime, Drama, Mystery","A single murder case is dissected from the committing of the crime through to the investigation, arrest and trial.",English,United States,TV-MA,1,2 wins & 2 nominations total,7.3,8057,,,https://m.media-amazon.com/images/M/MV5BMDJhYmQyYmUtZDg4ZS00M2RmLWFjZmYtMmMxYWVlZDYzNTA5XkEyXkFqcGc@._V1_SX300.jpg,,
The Wedding Planner,Lincoln Park,The land on which the park stands was a cemetery until the late 1860s.,Columbia Pictures,Sony Pictures Entertainment,Adam Shankman,Pamela Falk,Jennifer Lopez,Matthew McConaughey,,-122.5003535,37.7856635,Lincoln Park,tt0209475,2001,movie,"Comedy, Romance","Mary Fiore is the wedding planner. She's ambitious, hard-working, extremely organized, and she knows exactly what to do and say to make any wedding a spectacular event. Bt when Mary falls (literally) for a handsome doctor her busy yet uncomplicated life is turned upside down - he's the groom in the biggest wedding of her career! Will she help him walk down the aisle with his internet tycoon girlfriend, or will Mary finally get to be the bride herself? When it comes to love, you can never plan what's going to happen.","English, Italian","Germany, United States",PG-13,103,2 wins & 6 nominations total,5.4,90779,33,"$60,400,856 ",https://m.media-amazon.com/images/M/MV5BZmNkOGFiZjktMGFlZi00NGU2LThkYzUtOGFlZDExNDcxMzY2XkEyXkFqcGc@._V1_SX300.jpg,,33/100
Venom: Let There Be Carnage,Sutter Stockton Garage,,SM Film Productions,Sony Pictures,Andy Serkis,Kelly Marcel,Tom Hardy,Michelle Wiliams,Woody Harrelson,-122.4066034,37.7901055,Financial District/South Beach,tt7097896,2021,movie,"Action, Adventure, Crime","Eddie Brock struggles to adjust to his new life as the host of the alien symbiote Venom, which grants him super-human abilities in order to be a lethal vigilante. Brock attempts to reignite his career by interviewing serial killer Cletus Kasady, who becomes the host of the symbiote Carnage and escapes prison after a failed execution.","English, Spanish, Mandarin, Japanese","United States, Canada, United Kingdom",PG-13,97,1 win & 6 nominations total,5.9,300820,49,"$213,550,366 ",https://m.media-amazon.com/images/M/MV5BZGIxMTU1MjItM2FmMi00YmFiLTgwNDMtMTczYmVjYTBhNGZhXkEyXkFqcGc@._V1_SX300.jpg,58%,49/100
Sense8,"City Lights Bookstore, 261 Columbus Ave.",Howl and Other Poems by Allen Ginsberg was published in 1956 by City Lights after poet and founder Laurence Ferlinghetti heard Ginsberg read it in 1955.,"Unpronounceable Productions, LLC",Netflix,Wachowski Siblings,"J. Michael Straczynski, Wachowiski Siblings",Jamie Clayton,Daryl Hannah,Naveen Andrews,-122.4065996,37.7976052,Chinatown,tt2431438,2015,series,"Drama, Mystery, Sci-Fi","Sense8 tells the story of eight strangers: Will (Smith), Riley (Middleton), Capheus (Ameen), Sun (Bae), Lito (Silvestre), Kala (Desai), Wolfgang (Riemelt), and Nomi (Clayton). Each individual is from a different culture and part of the world. In the aftermath of a tragic death they all experience through what they perceive as dreams or visions, they suddenly find themselves growing mentally and emotionally connected. While trying to figure how and why this connection happened and what it means, a mysterious man named Jonas tries to help the eight. Meanwhile, another stranger called Whispers attempts to hunt them down, using the same sensate power to gain full access to a sensate's mind (thoughts/sight) after looking into their eyes. Each episode reflects the views of the characters interacting with each other while delving deeper into their backgrounds and what sets them apart and brings them together with the others.",English,United States,TV-MA,60,Nominated for 2 Primetime Emmys. 3 wins & 17 nominations total,8.2,170731,,,https://m.media-amazon.com/images/M/MV5BMjA4MTEyMzcwMl5BMl5BanBnXkFtZTgwMTIwODczNTM@._V1_SX300.jpg,,
The Last Black Man in San Francisco,Market/Portola btwn O'Shaughnessy and Castro,,"LBMISF, LLC",A24,Joe Talbot,"Joe Talbot, Jimmie Fails, Rob Richert",Jimmie Fails,Jonathan Majors,Danny Glover,-122.4278748,37.7691755,Castro/Upper Market,tt4353250,2019,movie,Drama,"Jimmie Fails IV, a black man, is a third generation San Franciscan. Having been pushed out by circumstances like many others, Jimmie, who works a low paying job as a nurse in a seniors' care facility, returned to San Francisco three years ago and has been living in his best friend Montgomery Allen's house that he shares with his blind grandfather, Jimmie who sleeps on the floor in Mont's already cramped bedroom. Despite the house, Mont's situation is not much better than Jimmie's, Mont who works at a supermarket fish counter while he sketches and writes a play on the side. Other black people around him who are showing their anger in also being disenfranchised from San Francisco life are the soapbox preacher who Jimmie and Mont often watch as they wait for the bus, and a group of young black men who hang outside of Mont's house. All of Jimmie's family, who he rarely sees, are also disenfranchised from that San Francisco life in one way or another: his estranged father lives in an SRO; his mother and her new husband long moved to Los Angeles; and his paternal Auntie Wanda has been pushed out to the suburbs. Jimmie has long wanted to reclaim what he sees as his place in San Francisco, which to him means the house he grew up in and which his same named paternal grandfather built in the post-war era in a style indicative to the area a century earlier. The problems are that his father lost the house long ago, the neighborhood has since been gentrified from the immigrant neighborhood it once was, increasing the value of the house to the several millions, and a white couple currently lives there, there being no indication that they are either planning on leaving or selling even if Jimmie could afford it. Regardless, Jimmie, with Mont by his side, has and continues to take steps to reclaim the house as his to his standards.",English,United States,R,121,18 wins & 59 nominations total,7.2,22741,82,"$4,515,719 ",https://m.media-amazon.com/images/M/MV5BYTUyNTdhNmUtYzU5Zi00ZTI0LTg3NzQtNjM5ZmFkZWNiOTYwXkEyXkFqcGc@._V1_SX300.jpg,93%,82/100
Vertigo,"Mission Dolores (3321 16th Street, Mission District)","Mission Dolores' official name is Mission San Francisco de Assis. It is the oldest building in San Francisco, built in 1791, and has survived two major earthquakes.",Alfred J. Hitchcock Productions,Paramount Pictures,Alfred Hitchcock,Alec Coppel,James Stewart,Kim Novak,Barbara Bel Geddes,-122.4271581,37.7643792,Castro/Upper Market,tt0052357,1958,movie,"Mystery, Romance, Thriller","Following his early retirement as a detective from the San Francisco Police Department, John Ferguson - Scottie to his friends - becomes obsessed with two women in succession, those obsessions which trouble his long time friend and former fiancée, Midge Wood, a designer of women's undergarments. The first is wealthy and elegant platinum blonde Madeleine Elster, the wife of his college acquaintance Gavin Elster, who hires John to follow her in Gavin's belief that she may be a danger to herself in thinking that she has recently been possessed by the spirit of Carlotta Valdes, Madeleine's great-grandmother who she knows nothing about, but who Gavin knows committed suicide in being mentally unbalanced when she was twenty-six, Madeleine's current age. The second is Judy Barton, who John spots on the street one day. Judy is a working class girl, but what makes John obsessed with her is that, despite her working class style and her brunette hair, she is the spitting image of Madeleine, into who he tries to transform Judy. The initial question that John has is if there is some connection between Madeleine and Judy. What happens between John and individually with Madeleine and Judy is affected by the reason John took that early retirement: a recent workplace incident that showed that he is acrophobic which leads to a severe case of vertigo whenever he looks down from tall heights.",English,United States,PG,128,Nominated for 2 Oscars. 9 wins & 8 nominations total,8.2,456449,100,"$7,863,310 ",https://m.media-amazon.com/images/M/MV5BNzEyZTUxMWItMGVhYy00Y2NlLTljYTMtYzBmMzI1YmUyMDBkXkEyXkFqcGc@._V1_SX300.jpg,93%,100/100
